timestamp,CO2-val,truth-val
2019-07-08 02:40:00,-1,1
2019-07-08 02:45:00,-1,1
2019-07-08 02:50:00,-4,1
2019-07-08 02:55:00,-5,1
2019-07-08 03:00:00,-6,1
2019-07-08 03:05:00,-3,1
2019-07-08 03:10:00,-11,1
2019-07-08 03:15:00,-9,1
2019-07-08 03:20:00,-5,1
2019-07-08 03:25:00,-9,1
2019-07-08 03:30:00,-7,1
2019-07-08 03:35:00,-7,1
2019-07-08 03:40:00,-11,1
2019-07-08 03:45:00,-9,1
2019-07-08 03:50:00,-9,1
2019-07-08 03:55:00,-10,1
2019-07-08 04:00:00,-12,1
2019-07-08 04:05:00,-11,1
2019-07-08 04:10:00,-12,1
2019-07-08 04:15:00,-12,1
2019-07-08 04:20:00,-14,1
2019-07-08 04:25:00,-14,1
2019-07-08 04:30:00,-14,1
2019-07-08 04:35:00,-17,1
2019-07-08 04:40:00,-15,1
2019-07-08 04:45:00,-13,1
2019-07-08 04:50:00,-16,1
2019-07-08 04:55:00,-11,1
2019-07-09 00:00:00,1,1
2019-07-09 00:05:00,-4,1
2019-07-09 00:10:00,-3,1
2019-07-09 00:15:00,4,1
2019-07-09 00:20:00,-7,1
2019-07-09 00:25:00,-2,1
2019-07-09 00:30:00,-2,1
2019-07-09 00:35:00,-6,1
2019-07-09 00:40:00,-2,1
2019-07-09 00:45:00,-11,1
2019-07-09 00:50:00,-9,1
2019-07-09 00:55:00,-5,1
2019-07-09 01:00:00,-3,1
2019-07-09 01:05:00,-7,1
2019-07-09 01:10:00,-4,1
2019-07-09 01:15:00,-5,1
2019-07-09 01:20:00,-5,1
2019-07-09 01:25:00,-8,1
2019-07-09 01:30:00,-5,1
2019-07-09 01:35:00,-6,1
2019-07-09 01:40:00,-10,1
2019-07-09 01:45:00,-9,1
2019-07-09 01:50:00,-14,1
2019-07-09 01:55:00,-11,1
2019-07-09 02:00:00,-11,1
2019-07-09 02:05:00,-9,1
2019-07-09 02:10:00,-8,1
2019-07-09 02:15:00,-16,1
2019-07-09 02:20:00,-7,1
2019-07-09 02:25:00,-11,1
2019-07-09 02:30:00,-8,1
2019-07-09 02:35:00,-9,1
2019-07-09 02:40:00,-9,1
2019-07-09 02:45:00,-10,1
2019-07-09 02:50:00,-13,1
2019-07-09 02:55:00,-14,1
2019-07-09 03:00:00,-14,1
2019-07-09 03:05:00,-16,1
2019-07-09 03:10:00,-13,1
2019-07-09 03:15:00,-21,1
2019-07-09 03:20:00,-15,1
2019-07-09 03:25:00,-10,1
2019-07-09 03:30:00,-12,1
2019-07-09 03:35:00,-19,1
2019-07-09 03:40:00,-18,1
2019-07-09 03:45:00,-16,1
2019-07-09 03:50:00,-15,1
2019-07-09 03:55:00,-20,1
2019-07-09 04:00:00,-13,1
2019-07-09 04:05:00,-15,1
2019-07-09 04:10:00,-19,1
2019-07-09 04:15:00,-19,1
